Job_ID,Company,Job_name,Location,Applicants,involvement,Level,Employees,Link,Followers,Industry,skills,merged,Company_ID,Details_ID,clusters
J-88,"RealPage, Inc.",Process Associate,Greater Hyderabad Area,1,Full-time,Entry level,7500,https://www.linkedin.com/company/realpage/life/,190868,Software Development,"communication skills,data analytics",Full-timeEntry level1,C-49,D-11,3
J-101,Caterpillar Inc.,Mechanical Engineer,"Bengaluru, Karnataka, India",142,Full-time,Associate,10001,https://www.linkedin.com/company/caterpillar-inc/life/,1499846,Machinery Manufacturing,"communication skills,data analytics,scripting",Full-timeAssociate142,C-53,D-72,0
J-102,phData (hiring!),Consultant - Tableau,"Gurgaon, Haryana, India",96,Full-time,Mid-Senior level,350,https://www.linkedin.com/company/phdata/life/,21107,IT Services and IT Consulting,"communication skills,data analytics,data visualization,machine learning,project management,sem,power bi,sql,tableau",Full-timeMid-Senior level96,C-54,D-73,3
J-103,Nielsen,Image Collector,"Mumbai, Maharashtra, India",7,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/nielsen/life/,976867,"Technology, Information and Media","communication skills,data management,data analytics,time management,scripting",Full-timeMid-Senior level7,C-55,D-13,0
J-104,Barclays,Developer analyst,"Pune, Maharashtra, India",8,Full-time,Associate,10001,https://www.linkedin.com/company/barclays-bank/life/,1312733,Financial Services,"communication skills,project management,data analytics,sql",Full-timeAssociate8,C-5,D-74,0
J-105,DALMIA DESIGNER INDIA PVT. LTD.,Receptionist,"Delhi, Delhi, India",14,Full-time,Entry level,350,https://www.linkedin.com/company/lalitdalmia/life/,606,Retail ,communication skills,Full-timeEntry level14,C-56,D-60,3
J-106,Accenture in India,Security Threat Hunting Security Architect,"Bengaluru, Karnataka, India",4,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/accentureindia/life/,1509790,IT Services and IT Consulting,"communication skills,data analytics,scripting,python",Full-timeMid-Senior level4,C-57,D-22,0
J-107,Speridian Technologies,HR Generalist,"Trivandrum, Kerala, India",16,Full-time,Mid-Senior level,3000,https://www.linkedin.com/company/speridian-technologies/life/,45905,IT Services and IT Consulting,"communication skills,scripting",Full-timeMid-Senior level16,C-58,D-33,3
J-108,Infoparks Kerala,Academic Associate (Sales),"Kanayannur, Kerala, India",2,Full-time,Entry level,10001,https://www.linkedin.com/company/infoparkskerala/life/,57465,IT Services and IT Consulting,"communication skills,sem,data analytics,scripting",Full-timeEntry level2,C-1,D-47,3
J-109,Hilton,Accounting Executive - Receivable,"Bengaluru East, Karnataka, India",59,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/hilton/life/,1719130,Hospitality,"communication skills,data analytics,attention to detail",Full-timeMid-Senior level59,C-59,D-75,0
J-110,Citi,Ops Sup Analyst 1,"Chennai, Tamildu, India",6,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/citi/life/,3923020,Financial Services,"communication skills,data analytics,time management,scripting,sql",Full-timeMid-Senior level6,C-8,D-34,2
J-111,EY,Consultant - Business Consulting Risk - TMT - Data Analytics - Bangalore,"Bengaluru, Karnataka, India",6,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/ernstandyoung/life/,6993519,Professional Services,"communication skills,python,tableau,data analytics,Java,sql,scripting",Full-timeMid-Senior level6,C-19,D-34,1
J-112,Abhyaz,Content Writer - Documentation (Intern),"Chennai, Tamildu, India",4,Part-time,Internship,10001,https://www.linkedin.com/company/abhyazlearning/life/,3331,E-Learning Providers,"communication skills,data analytics",Part-timeInternship4,C-20,D-76,3
J-113,Barclays,Sr Test Automation Engineer,"Pune, Maharashtra, India",8,Full-time,Associate,10001,https://www.linkedin.com/company/barclays-bank/life/,1312733,Financial Services,"communication skills,data analytics,Java,Spring,Hibernate",Full-timeAssociate8,C-5,D-74,0
J-114,State Street,Apprentice Finance Fresh Graduate - Bangalore/Hyderabad,"Hyderabad, Telangana, India",6,Full-time,Associate,10001,https://www.linkedin.com/company/state-street/life/,458788,Financial Services,"communication skills,data analytics,scripting,data management,ms office",Full-timeAssociate6,C-30,D-61,3
J-115,Infoparks Kerala,Marketing & Sales Intern,"Kochi, Kerala, India",1,Internship,Internship,10001,https://www.linkedin.com/company/infoparkskerala/life/,57465,IT Services and IT Consulting,"communication skills,data analytics,scripting,ms office",InternshipInternship1,C-1,D-77,3
J-116,ITC Limited,Manager Packaging Materials (PM) Operations,"Kolkata, West Bengal, India",19,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/itc-limited/life/,2596262,Manufacturing,"communication skills,data analytics",Full-timeMid-Senior level19,C-60,D-66,0
J-117,Citi,Area Director South,"Chennai, Tamildu, India",3,Full-time,Entry level,10001,https://www.linkedin.com/company/citi/life/,3923020,Financial Services,"communication skills,data analytics,scripting",Full-timeEntry level3,C-8,D-1,2
J-118,Shell,Field Maintenance Engineer,"Chennai, Tamildu, India",3,Full-time,Entry level,10001,https://www.linkedin.com/company/shell/life/,6073827,Oil and Gas,"communication skills,data analytics,scripting,project management",Full-timeEntry level3,C-61,D-1,1
J-119,Imaginators Try Going Beyond,Customer Service Executive salary upto 38k,"Delhi, Delhi, India",10,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/imaginators-try-going-beyond/life/,4225,Staffing and Recruiting,"communication skills,scripting",Full-timeMid-Senior level10,C-52,D-43,3
J-120,TaskUs,IT Problem Management Analyst,"Gurugram, Haryana, India",28,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/taskus/life/,153880,Outsourcing and Offshoring Consulting,"communication skills,data analytics",Full-timeMid-Senior level28,C-62,D-78,3
J-121,Shell,Field Maintenance Engineer,"Mumbai, Maharashtra, India",5,Full-time,Executive,10001,https://www.linkedin.com/company/shell/life/,6073827,Oil and Gas,"communication skills,data analytics,scripting,project management",Full-timeExecutive5,C-61,D-79,1
J-122,S&P Global,Quality Engineer II,"Hyderabad, Telangana, India",48,Full-time,Entry level,10001,https://www.linkedin.com/company/spglobal/life/,306699,Financial Services,"communication skills,data analytics,sql",Full-timeEntry level48,C-63,D-80,3
J-123,Imaginators Try Going Beyond,Customer Service Executive salary upto 38k,"Gurgaon, Haryana, India",4,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/imaginators-try-going-beyond/life/,4225,Staffing and Recruiting,"communication skills,scripting",Full-timeMid-Senior level4,C-52,D-22,3
J-124,"RealPage, Inc.",Developer II,"Hyderabad, Telangana, India",7,Full-time,Entry level,7500,https://www.linkedin.com/company/realpage/life/,190868,Software Development,"communication skills,data analytics,scripting",Full-timeEntry level7,C-49,D-41,3
J-125,Girikon,Software Trainee,"Gautam Buddhagar, Uttar Pradesh, India",2,Full-time,Internship,350,https://www.linkedin.com/company/girikon/life/,8921,IT Services and IT Consulting,"communication skills,data analytics,scripting,Java",Full-timeInternship2,C-64,D-81,3
J-126,Citi,Global Reporting Tools and Analytics - C10,"Mumbai, Maharashtra, India",1,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/citi/life/,3923020,Financial Services,"communication skills,data analytics,scripting,machine learning,ms office",Full-timeMid-Senior level1,C-8,D-50,2
J-127,MNR Solutions Pvt. Ltd.,Urgent | Hr Operations/Karol Bagh-Immediate Joiner,"Delhi, Delhi, India",9,Full-time,Entry level,350,https://www.linkedin.com/company/mnr-solutions-pvt--ltd/life/,58879,Staffing and Recruiting,"communication skills,scripting",Full-timeEntry level9,C-65,D-10,3
J-128,Infosys BPM,"Walk-in for Service desk, Customer service process at Indore location on 17,19, 20 & 21 December","Pune, Maharashtra, India",31,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/infosys-bpm/life/,795838,IT Services and IT Consulting,"communication skills,data analytics,time management,scripting,sem",Full-timeMid-Senior level31,C-17,D-17,3
J-129,DIAGNAL,Diagnal - Manual Tester - Software Quality Assurance,"Kochi, Kerala, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/diagnal/life/,15265,"Technology, Information and Internet","communication skills,data analytics",Full-timeEntry level1,C-66,D-11,3
J-130,EY,Executive - Assurance - CHS - Audit Services - Mumbai,"Mumbai, Maharashtra, India",1,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/ernstandyoung/life/,6993519,Professional Services,"communication skills,python,tableau,data analytics,scripting,data management,power bi,sql",Full-timeMid-Senior level1,C-19,D-50,1
J-131,Textron India Private Limited,Team Lead - IT,"Bengaluru, Karnataka, India",7,Full-time,Mid-Senior level,350,https://www.linkedin.com/company/textron-india-private-limited/life/,1611,Aviation and Aerospace Component Manufacturing,"communication skills,data analytics,time management,power bi",Full-timeMid-Senior level7,C-46,D-13,3
J-132,Hilton,Accounting Manager - Payable,"Bengaluru East, Karnataka, India",71,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/hilton/life/,1719130,Hospitality,"communication skills,data analytics,attention to detail",Full-timeMid-Senior level71,C-59,D-82,0
J-133,graas,QA Engineering Internship in Pune at Graas,"Pune, Maharashtra, India",1,Full-time,Internship,350,https://www.linkedin.com/company/graas-ai/life/,3055,"Technology, Information and Media","communication skills,data analytics,attention to detail,sql,Java",Full-timeInternship1,C-67,D-40,3
J-134,Infoparks Kerala,International Sales/Marketing Executive,"Kochi, Kerala, India",3,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/infoparkskerala/life/,57465,IT Services and IT Consulting,"communication skills,data analytics,Java,scripting,sql",Full-timeMid-Senior level3,C-1,D-24,3
J-135,Commonwealth Bank,Modelling and Analytics Analyst,"Bengaluru East, Karnataka, India",9,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/commonwealthbank/life/,435555,Financial Services,"communication skills,project management,data analytics,python,sql",Full-timeMid-Senior level9,C-68,D-83,3
J-136,Infoparks Kerala,Junior Business development executive - B2B sales - Freshers !!,"Kochi, Kerala, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/infoparkskerala/life/,57465,IT Services and IT Consulting,"communication skills,content creation,data analytics,OOPS,machine learning,ms office,sql",Full-timeEntry level1,C-1,D-11,3
J-137,Genpact,Process Developer- Procurement-HEA003459,"Hyderabad, Telangana, India",4,Full-time,Entry level,10001,https://www.linkedin.com/company/genpact/life/,2305276,IT Services and IT Consulting,communication skills,Full-timeEntry level4,C-69,D-84,0
J-138,Abhyaz,Electronics Engineer-Intern,"Chennai, Tamildu, India",3,Part-time,Internship,10001,https://www.linkedin.com/company/abhyazlearning/life/,3331,E-Learning Providers,"communication skills,data analytics",Part-timeInternship3,C-20,D-30,3
J-139,Shell,Field Maintenance Engineer,"Pune, Maharashtra, India",5,Full-time,Entry level,10001,https://www.linkedin.com/company/shell/life/,6073827,Oil and Gas,"communication skills,data analytics,scripting,project management",Full-timeEntry level5,C-61,D-85,1
J-140,Imaginators Try Going Beyond,Customer Care Executive,"Delhi, Delhi, India",4,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/imaginators-try-going-beyond/life/,4225,Staffing and Recruiting,communication skills,Full-timeMid-Senior level4,C-52,D-22,3
J-141,Wells Fargo,Analytic Consultant,"Hyderabad, Telangana, India",3,Full-time,Associate,10001,https://www.linkedin.com/company/wellsfargo/life/,2044378,Financial Services,"communication skills,data management,data analytics,sql",Full-timeAssociate3,C-18,D-23,0
J-142,PepsiCo,Data Science Sr Analyst,"Hyderabad, Telangana, India",10,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/pepsico/life/,6927538,Food and Beverage Services,"communication skills,machine learning,data analytics,python,sql",Full-timeMid-Senior level10,C-70,D-43,1
J-143,Trumac,Web Development Internship in Mumbai at TRUMAC,"Mumbai, Maharashtra, India",1,Full-time,Internship,1001,https://www.linkedin.com/company/trumac/life/,597,Construction,"content creation,operating systems,data analytics,scripting",Full-timeInternship1,C-71,D-40,3
J-144,Speridian Technologies,Content Writer,"Mumbai, Maharashtra, India",7,Full-time,Entry level,3000,https://www.linkedin.com/company/speridian-technologies/life/,45905,IT Services and IT Consulting,"content creation,data analytics,scripting,seo",Full-timeEntry level7,C-58,D-41,3
J-145,"RealPage, Inc.",Process Associate,"Hyderabad, Telangana, India",1,Full-time,Entry level,7500,https://www.linkedin.com/company/realpage/life/,190868,Software Development,data analytics,Full-timeEntry level1,C-49,D-11,3
J-146,Gartner,Associate Data Analyst,"Gurgaon, Haryana, India",14,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/gartner/life/,1471678,Information Services,"data analytics,project management,power bi,python,sql",Full-timeMid-Senior level14,C-72,D-86,0
J-147,Escalent,Assistant Manager - Finance (Revenue),Greater Kolkata Area,4,Full-time,Mid-Senior level,750,https://www.linkedin.com/company/thinkescalent/life/,20011,Market Research,"data analytics,revenue recognition,attention to detail,microsoft excel",Full-timeMid-Senior level4,C-73,D-22,3
J-148,Labcorp,Associate External Data Specialist,"Bengaluru, Karnataka, India",76,Full-time,Entry level,10001,https://www.linkedin.com/company/labcorp/life/,210938,Hospitals and Health Care,data management,Full-timeEntry level76,C-74,D-87,3
J-149,Shell,Process Data Engineer,"Chennai, Tamildu, India",2,Full-time,Entry level,10001,https://www.linkedin.com/company/shell/life/,6073827,Oil and Gas,"data management,data analytics,data mining",Full-timeEntry level2,C-61,D-47,1
J-150,L'OrÃ©al,Research Executive â€“ Expert Evaluation,"Mumbai, Maharashtra, India",11,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/lor%C3%A9al/life/,4308116,Personal Care Product Manufacturing,data management,Full-timeMid-Senior level11,C-75,D-26,2
J-151,HuntingCube Recruitment Solutions,Analyst - Decision Science,"Bengaluru, Karnataka, India",1,Full-time,Entry level,350,https://www.linkedin.com/company/huntingcube/life/,68618,Human Resources Services,"data visualization,data analytics",Full-timeEntry level1,C-76,D-11,3
J-152,WM,"Snapshot - India Analyst, Process || Gurgaon","Gurgaon, Haryana, India",15,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/waste-management/life/,233509,Environmental Services,"database software,data analytics,scripting",Full-timeMid-Senior level15,C-77,D-62,3
J-153,HP,EBP Data Analyst,"Bengaluru, Karnataka, India",127,Full-time,Internship,10001,https://www.linkedin.com/company/hp/life/,5147832,IT Services and IT Consulting,"machine learning,data analytics,data management",Full-timeInternship127,C-28,D-88,1
J-154,Genpact,Assistant Manager-BFS025036,"Bengaluru, Karnataka, India",7,Full-time,Associate,10001,https://www.linkedin.com/company/genpact/life/,2305276,IT Services and IT Consulting,"machine learning,data analytics,Keras,python,sql,TensorFlow",Full-timeAssociate7,C-69,D-89,0
J-155,OfficeDay Innovation,Data Scientist,"Ahmedabad, Gujarat, India",2,Full-time,Mid-Senior level,1001,https://www.linkedin.com/company/officeday-innovation/life/,1197,Human Resources Services,"machine learning,sem,python,sql",Full-timeMid-Senior level2,C-78,D-19,3
J-156,MNR Solutions Pvt. Ltd.,Purchase Assistant,"Mumbai, Maharashtra, India",13,Full-time,Entry level,350,https://www.linkedin.com/company/mnr-solutions-pvt--ltd/life/,58879,Staffing and Recruiting,market research,Full-timeEntry level13,C-65,D-63,3
J-157,KAS Services India Pvt Ltd,Engineer,"Bengaluru, Karnataka, India",1,Full-time,Entry level,350,https://www.linkedin.com/company/kas-services-india-pvt-ltd/life/,18204,Retail,"operating systems,data analytics",Full-timeEntry level1,C-23,D-11,3
J-158,PwC,Senior Associate,"Bengaluru, Karnataka, India",16,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/pwc/life/,4798788,Accounting,"operating systems,data analytics,scripting",Full-timeMid-Senior level16,C-79,D-33,2
J-159,Visa,Staff SW Engineer,"Bengaluru East, Karnataka, India",4,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/visa/life/,1372595,IT Services and IT Consulting,"operating systems,data analytics,Java,Spring,scripting,nosql,sql",Full-timeMid-Senior level4,C-26,D-22,0
J-160,Visa,Sr. SW Engineer,"Bengaluru East, Karnataka, India",7,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/visa/life/,1372595,IT Services and IT Consulting,"operating systems,data analytics,Java,scripting,nosql,sql",Full-timeMid-Senior level7,C-26,D-13,0
J-161,EY,PAS EMS - South Africa - Advanced Analyst,"Bengaluru, Karnataka, India",5,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/ernstandyoung/life/,6993519,Professional Services,"project management,data analytics,scripting,attention to detail,ms office",Full-timeMid-Senior level5,C-19,D-14,1
J-162,Walmart Global Tech India,SOFTWARE ENGINEER III,"Bengaluru, Karnataka, India",60,Full-time,Mid-Senior level,3500,https://www.linkedin.com/company/walmartglobaltechindia/life/,836404,IT Services and IT Consulting,"project management,data analytics",Full-timeMid-Senior level60,C-14,D-90,3
J-163,NatWest Group,"Customer Service & Operations Delivery Manager, Associate","Bengaluru, Karnataka, India",74,Full-time,Internship,10001,https://www.linkedin.com/company/natwest-group/life/,535078,Banking,"project management,data analytics",Full-timeInternship74,C-80,D-91,3
J-164,Walmart Global Tech India,PROGRAM MANAGER I,"Bengaluru, Karnataka, India",40,Full-time,Mid-Senior level,3500,https://www.linkedin.com/company/walmartglobaltechindia/life/,836404,IT Services and IT Consulting,"project management,data analytics,collaboration",Full-timeMid-Senior level40,C-14,D-15,3
J-165,UST,Project Manager I,"Bengaluru, Karnataka, India",19,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/ustglobal/life/,733242,IT Services and IT Consulting,"project management,data analytics,scripting",Full-timeMid-Senior level19,C-81,D-66,3
J-166,ekaterra,"Project Manager - India Finance, ekaterra","Bengaluru North, Karnataka, India",5,Full-time,Entry level,10001,https://www.linkedin.com/company/ekaterra/life/,23910,Beverage Manufacturing,"project management,data analytics",Full-timeEntry level5,C-82,D-85,3
J-167,Uplers,SEO Executive | WFH,"Bengaluru, Karnataka, India",136,Full-time,Mid-Senior level,3000,https://www.linkedin.com/company/weareuplers/life/,691242,IT Services and IT Consulting,"project management,data analytics,scripting,python,sem,seo,Java",Full-timeMid-Senior level136,C-83,D-92,3
J-168,Barclays,Business Analyst,"Delhi, Delhi, India",15,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/barclays-bank/life/,1312733,Financial Services,"project management,data analytics",Full-timeMid-Senior level15,C-5,D-62,0
J-169,Guardian Life,Analyst - WFP,"Chennai, Tamildu, India",6,Full-time,Entry level,3500,https://www.linkedin.com/company/the-guardian-life-insurance-company-of-america_164085/life/,83948,Financial Services,"project management,time management,scripting,sql",Full-timeEntry level6,C-84,D-93,3
J-170,Mahindra Group,Production - Battery module,"Pune, Maharashtra, India",5,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/mahindragroup/life/,1083086,Executive Offices,"project management,sem,data analytics",Full-timeMid-Senior level5,C-85,D-14,0
J-171,HP,Process Automation Engineer,"Bengaluru, Karnataka, India",20,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/hp/life/,5147832,IT Services and IT Consulting,"python,data analytics,Java",Full-timeMid-Senior level20,C-28,D-94,1
J-172,KONE,Senior SW Test Engineer,"Chennai, Tamildu, India",6,Full-time,Associate,10001,https://www.linkedin.com/company/kone/life/,407662,Industrial Machinery Manufacturing,"python,data analytics",Full-timeAssociate6,C-86,D-61,3
J-173,Citi,Serv & Sales Specialist,"Chennai, Tamildu, India",3,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/citi/life/,3923020,Financial Services,"sem,data analytics",Full-timeMid-Senior level3,C-8,D-24,2
J-174,Infosys,Development and Experimental Engineer,"Bengaluru, Karnataka, India",26,Full-time,Entry level,10001,https://www.linkedin.com/company/infosys/life/,6510006,IT Services and IT Consulting,"sem,data analytics,scripting",Full-timeEntry level26,C-87,D-95,1
J-175,Genpact,Associate-Analytics-CPG037600,"Bengaluru, Karnataka, India",10,Full-time,Associate,10001,https://www.linkedin.com/company/genpact/life/,2305276,IT Services and IT Consulting,"sem,data analytics,market research,ms office",Full-timeAssociate10,C-69,D-18,0
J-176,Genpact,Associate-Analytics-CPG037601,"Bengaluru, Karnataka, India",8,Full-time,Associate,10001,https://www.linkedin.com/company/genpact/life/,2305276,IT Services and IT Consulting,"sem,data analytics,market research,ms office",Full-timeAssociate8,C-69,D-74,0
J-177,Schneider Electric,"Electronics Hardware, Principle Technical expert","Bengaluru, Karnataka, India",3,Full-time,Director,10001,https://www.linkedin.com/company/schneider-electric/life/,3454745,"Appliances, Electrical, and Electronics Manufacturing","sem,data analytics,matlab",Full-timeDirector3,C-88,D-96,2
J-178,Schneider Electric,"Electronics Hardware, Principle Technical expert","Bengaluru, Karnataka, India",1,Full-time,Director,10001,https://www.linkedin.com/company/schneider-electric/life/,3454745,"Appliances, Electrical, and Electronics Manufacturing","sem,data analytics,matlab",Full-timeDirector1,C-88,D-51,2
J-179,BYJU'S,Business Development Associate,"Bengaluru, Karnataka, India",10,Full-time,Entry level,10001,https://www.linkedin.com/company/byjus/life/,1686546,E-Learning Providers,"sem,data analytics",Full-timeEntry level10,C-22,D-97,0
J-180,Bayer,Data Transformation Specialist,"Bengaluru, Karnataka, India",8,Full-time,Entry level,10001,https://www.linkedin.com/company/bayer/life/,4641861,Chemical Manufacturing,"sem,data analytics",Full-timeEntry level8,C-89,D-98,2
J-181,Cyient,ESRI Database Administrator,"Hyderabad, Telangana, India",11,Full-time,Entry level,10001,https://www.linkedin.com/company/cyient/life/,297095,IT Services and IT Consulting,"sem,data analytics,scripting,sql",Full-timeEntry level11,C-90,D-4,3
J-182,NOV,Import and Export Assistant,"Rajasthan, India",2,Full-time,Entry level,10001,https://www.linkedin.com/company/novglobal/life/,636818,Oil and Gas,"sem,scripting",Full-timeEntry level2,C-91,D-47,3
J-183,Infosys,Design Solution and Integrator,"Bengaluru, Karnataka, India",2,Full-time,Entry level,10001,https://www.linkedin.com/company/infosys/life/,6510006,IT Services and IT Consulting,"sem,data analytics",Full-timeEntry level2,C-87,D-47,1
J-184,Genpact,Sr Associate-Analytics-CPG037599,"Bengaluru, Karnataka, India",9,Full-time,Associate,10001,https://www.linkedin.com/company/genpact/life/,2305276,IT Services and IT Consulting,"sem,data analytics,market research,ms office",Full-timeAssociate9,C-69,D-99,0
J-185,Textron Specialized Vehicles,Engineer I,"Bengaluru South, Karnataka, India",79,Full-time,Entry level,3000,https://www.linkedin.com/company/e-z-go/life/,15299,Motor Vehicle Manufacturing,"sem,data analytics",Full-timeEntry level79,C-92,D-100,3
J-186,Genpact,Sr Associate-Analytics-CPG037597,"Bengaluru, Karnataka, India",3,Full-time,Associate,10001,https://www.linkedin.com/company/genpact/life/,2305276,IT Services and IT Consulting,"sem,data analytics,market research,ms office",Full-timeAssociate3,C-69,D-23,0
J-187,Applied Materials,New Product Manufacturing Engineer,"Bengaluru East, Karnataka, India",9,Full-time,Associate,10001,https://www.linkedin.com/company/applied-materials/life/,343668,Semiconductor Manufacturing,"sem,data analytics",Full-timeAssociate9,C-93,D-99,3
J-188,UBS,Oracle DBA/PostgresSQL,"Pune, Maharashtra, India",66,Full-time,Executive,10001,https://www.linkedin.com/company/ubs/life/,1256566,Financial Services,"sql,data analytics,scripting",Full-timeExecutive66,C-94,D-101,0
J-189,Quick Heal,Software Engineer,"Pune, Maharashtra, India",159,Full-time,Entry level,3000,https://www.linkedin.com/company/quick-heal-technologies-pvt--ltd-/life/,52015,Software Development,"sql,Java,scripting,python,data analytics",Full-timeEntry level159,C-95,D-102,3
J-190,VEGA Intellisoft Pvt Ltd,Business analyst,"Bengaluru, Karnataka, India",7,Full-time,Mid-Senior level,750,https://www.linkedin.com/company/vega-intellisoft/life/,9775,IT Services and IT Consulting,"sql,data analytics,scripting",Full-timeMid-Senior level7,C-96,D-13,3
J-191,Genpact,Digital_Business Analyst-ANA002568,"Bengaluru, Karnataka, India",7,Full-time,Associate,10001,https://www.linkedin.com/company/genpact/life/,2305276,IT Services and IT Consulting,"sql,data analytics,Java,nosql,python,scripting",Full-timeAssociate7,C-69,D-89,0
J-192,BYJU'S,Business Development Associate,"Bengaluru, Karnataka, India",11,Full-time,Entry level,10001,https://www.linkedin.com/company/byjus/life/,1686546,E-Learning Providers,data analytics,Full-timeEntry level11,C-22,D-4,0
J-193,BYJU'S,Business Development Associate,"Bengaluru, Karnataka, India",3,Full-time,Internship,10001,https://www.linkedin.com/company/byjus/life/,1686546,E-Learning Providers,data analytics,Full-timeInternship3,C-22,D-103,0
J-194,Ford Motor Company,Team Member Level 1,"Chennai, Tamildu, India",16,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,"data analytics,scripting,time management",Full-timeEntry level16,C-97,D-68,2
J-195,Wishup.co,Virtual Assistant,Greater Bengaluru Area,3,Full-time,Associate,350,https://www.linkedin.com/company/wishup-services/life/,30847,Business Consulting and Services,"data analytics,ms office,project management",Full-timeAssociate3,C-98,D-23,3
J-196,BNY Mellon,"Intermediate Representative, Client Processing","Pune, Maharashtra, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/bny-mellon/life/,469337,Financial Services,"data analytics,scripting",Full-timeEntry level1,C-99,D-11,3
J-197,Caterpillar Inc.,Senior Associate Engineer,"Bengaluru, Karnataka, India",1,Full-time,Internship,10001,https://www.linkedin.com/company/caterpillar-inc/life/,1499846,Machinery Manufacturing,"data analytics,scripting,python",Full-timeInternship1,C-53,D-40,0
J-198,BYJU'S,Business Development Associate,"Bengaluru, Karnataka, India",12,Full-time,Internship,10001,https://www.linkedin.com/company/byjus/life/,1686546,E-Learning Providers,"data analytics,scripting",Full-timeInternship12,C-22,D-104,0
J-199,Barclays,Data Engineer,"Chennai, Tamildu, India",8,Full-time,Associate,10001,https://www.linkedin.com/company/barclays-bank/life/,1312733,Financial Services,"data analytics,scripting,communication skills,python,sql",Full-timeAssociate8,C-5,D-74,0
J-200,Razorpay,Analyst - Business Operations,"Bengaluru, Karnataka, India",94,Full-time,Mid-Senior level,3000,https://www.linkedin.com/company/razorpay/life/,456707,Software Development,data analytics,Full-timeMid-Senior level94,C-45,D-105,3
J-201,Wishup.co,Operations Assistant,"Pune, Maharashtra, India",131,Full-time,Associate,350,https://www.linkedin.com/company/wishup-services/life/,30847,Business Consulting and Services,"data analytics,ms office,project management",Full-timeAssociate131,C-98,D-106,3
J-202,Siemens,Process Associate - Opportunity to Cash,"Bengaluru, Karnataka, India",12,Full-time,Associate,10001,https://www.linkedin.com/company/siemens/life/,5864958,Automation Machinery Manufacturing,data analytics,Full-timeAssociate12,C-100,D-107,1
J-203,Optum,"Software Engineer - Bangalore, KA","Bengaluru, Karnataka, India",85,Full-time,Entry level,10001,https://www.linkedin.com/company/optum/life/,576519,Hospitals and Health Care,"data analytics,OOPS,sql",Full-timeEntry level85,C-36,D-108,3
J-204,Novo Nordisk,Statistical Programmer,"Bengaluru, Karnataka, India",37,Full-time,Entry level,10001,https://www.linkedin.com/company/novo-nordisk/life/,1357755,Pharmaceutical Manufacturing,data analytics,Full-timeEntry level37,C-34,D-109,0
J-205,Wishup.co,Virtual Assistant,"Kochi, Kerala, India",85,Full-time,Associate,350,https://www.linkedin.com/company/wishup-services/life/,30847,Business Consulting and Services,"data analytics,scripting,ms office,project management",Full-timeAssociate85,C-98,D-110,3
J-206,Citi,Cash and Trade Proc Analyst 1,"Bengaluru, Karnataka, India",7,Full-time,Entry level,10001,https://www.linkedin.com/company/citi/life/,3923020,Financial Services,"data analytics,scripting",Full-timeEntry level7,C-8,D-41,2
J-207,KAS Services India Pvt Ltd,Engineer,"Bengaluru, Karnataka, India",7,Full-time,Entry level,350,https://www.linkedin.com/company/kas-services-india-pvt-ltd/life/,18204,Retail,"data analytics,Java",Full-timeEntry level7,C-23,D-41,3
J-208,Wishup.co,Virtual Assistant,"Mawal, Maharashtra, India",9,Full-time,Associate,350,https://www.linkedin.com/company/wishup-services/life/,30847,Business Consulting and Services,"data analytics,ms office,project management",Full-timeAssociate9,C-98,D-99,3
